1000-receipt.jpg,$56.58
1001-receipt.jpg,$69.25
1002-receipt.jpg,$7.61
1003-receipt.jpg,$5.35
1004-receipt.jpg,$15.03
1005-receipt.jpg,$179.94
1006-receipt.jpg,$93.58
1007-receipt.jpg,$143.71
1008-receipt.jpg,$24.47
1009-receipt.jpg,$30.76
1010-receipt.jpg,$77.83
1011-receipt.jpg,$64.43
1012-receipt.jpg,$33.26
1013-receipt.jpg,$9.58
1014-receipt.jpg,$48.53
1015-receipt.jpg,$50.29
1016-receipt.jpg,$35.52
1017-receipt.jpg,$11.04
1018-receipt.jpg,$2.17
1019-receipt.jpg,$45.58
1020-receipt.jpg,$47.02
1021-receipt.jpg,$69.76
1022-receipt.jpg,$37.37
1023-receipt.jpg,$30.15
1024-receipt.jpg,$33.92
1025-receipt.jpg,$7.27
1026-receipt.jpg,$51.82
1027-receipt.jpg,$41.31
1028-receipt.jpg,$34.21
1029-receipt.jpg,$30.98
1030-receipt.jpg,$94.78
1031-receipt.jpg,$44.35
1032-receipt.jpg,$9.50
1033-receipt.jpg,$46.73
1034-receipt.jpg,17.00 euro
1035-receipt.jpg,$26.38
1036-receipt.jpg,$52.76
1037-receipt.jpg,$35.11
1038-receipt.jpg,$17.80
1039-receipt.jpg,$13.05
1040-receipt.jpg,$28.04
1041-receipt.jpg,17.00 euro
1042-receipt.jpg,$55.39
1043-receipt.jpg,$26.67
1044-receipt.jpg,$10.94
1045-receipt.jpg,$22.03
1046-receipt.jpg,$38.86
1047-receipt.jpg,$85.07
1048-receipt.jpg,$91.45
1049-receipt.jpg,$77.49
1050-receipt.jpg,$26.96
1051-receipt.jpg,$10.70
1052-receipt.jpg,$94.18
1053-receipt.jpg,$52.47
1054-receipt.jpg,$56.50
1055-receipt.jpg,$30.58
1056-receipt.jpg,$152.00
1057-receipt.jpg,$9.58
1058-receipt.jpg,$37.60
1059-receipt.jpg,$7.55
1060-receipt.jpg,$83.50
1061-receipt.jpg,$26.37
1062-receipt.jpg,$142.01
1063-receipt.jpg,$52.47
1064-receipt.jpg,$19.44
1065-receipt.jpg,$45.79
1066-receipt.jpg,$82.00
1067-receipt.jpg,$40.30
1068-receipt.jpg,$42.90
1069-receipt.jpg,$10.90
1070-receipt.jpg,$10.95
1071-receipt.jpg,$75.50
1072-receipt.jpg,$21.69
1073-receipt.jpg,$13.22
1074-receipt.jpg,$33.73
1075-receipt.jpg,$14.36
1076-receipt.jpg,$25.78
1077-receipt.jpg,$69.79
1078-receipt.jpg,$14.18
1079-receipt.jpg,$235.19
1080-receipt.jpg,$92.22
1081-receipt.jpg,$9.97
1082-receipt.jpg,$6.56
1083-receipt.jpg,$13.78
1084-receipt.jpg,$125.99
1085-receipt.jpg,$228.92
1086-receipt.jpg,$157.51
1087-receipt.jpg,$10.81
1088-receipt.jpg,$13.03
1089-receipt.jpg,$142.93
1090-receipt.jpg,$32.66
1091-receipt.jpg,$28.78
1092-receipt.jpg,$43.30
1093-receipt.jpg,$38.23
1094-receipt.jpg,$16.23
1095-receipt.jpg,$10.25
1096-receipt.jpg,$46.98
1097-receipt.jpg,$13.12
1098-receipt.jpg,$67.89
1099-receipt.jpg,$64.52
1100-receipt.jpg,$26.15
1101-receipt.jpg,$14.06
1102-receipt.jpg,$16.24
1103-receipt.jpg,$42.74
1104-receipt.jpg,$56.38
1105-receipt.jpg,$22.87
1106-receipt.jpg,$75.15
